"Course subject code","Course number","Course name","Campus","Course description","Minimum credits","Maximum credits","Is this course repeatable?","What is the maximum number of completions allowed?","What is the maximum number of credits that can be earned from this course?","Grading basis","Requirements","Typically offered term(s)"
"AFRO","5016","Africa and African Diaspora Archaeology","Twin Cities","Africa and African Diaspora Archaeology (AFRO/ ANTH 3016/5016) examines the evolution of human behavior in Africa and looks at subsequent social, cultural, and technological developments as shown in archaeological records including artifacts, ecofacts, rock art, and structures at archaeological sites. It also discusses methods used to identify archaeological records and how these records can be used to reconstruct past ways of life. Students will obtain hand-on-experience in identifying, classifying, and interpreting archaeological objects. The course covers Africa from around 2.6 million years ago to the recent past, focusing primarily on the last 10,000 years. It examines the development and spread of food production, pottery, metallurgy, trade, and African connections with the Atlantic world dating back to the fifteenth century. ","3","3","No","1","3","OPT - Student Option","-","Every Fall"
"AMES","3373","Religion and Society in Imperial China","Twin Cities","Varieties of religious experience in imperial China. Religion as lived practices. Textual traditions. Buddhism, Daoism, Confucianism, relations among them. Western missionary enterprise in China.","3","3","No","1","3","OPT - Student Option","-","Periodic Fall & Spring"
"AMES","3478","Modern Japan, Meiji to the Present (1868-2000)","Twin Cities","Japan's development as industrial/imperial power after Meiji Restoration of 1868. Political developments in Taisho years. Militarization/mobilization for war in 1930s. Japan's war with China, Pacific War with US. American Occupation. Postwar economic recovery, high growth. Changing political/popular culture of 1980s, '90s.","3","3","No","1","3","OPT - Student Option","-","Every Fall & Spring"
"AMES","3576","Language & Society of the Two Koreas","Twin Cities","This course is designed to offer an introduction and contrastive analysis of the language and society of the two Koreas; the Republic of Korea (better known as South Korea) and the Democratic People's Republic of Korea (better known as North Korea). This course will introduce the growing divide of the past 70 years between North and South Korea in the areas of language, society, and culture.","3","3","No","1","3","A-F - A-F Grade Basis","-","Periodic Fall & Spring"
"AMIN","1003","American Indians in Minnesota","Twin Cities","History, culture, and lived experience of American Indian people in Minnesota. Self-representation and histories of Anishinaabe (Ojibwe) and Dakota peoples through film, music, oral traditions, and written texts. Work by non-Indian scholars focuses on cultural, philosophical, and linguistic perspectives of Anishinaabe and Dakota peoples.","3","3","No","1","3","AFV - A-F or Audit","-","Every Fall & Spring"
"AMIN","3409","American Indian Women: Ethnographic and Ethnohistorical Perspectives","Twin Cities","Comparative survey of ethnographic/ethnohistorical writings by/about American Indian women.","3","3","No","1","3","OPT - Student Option","-","Fall Even Year"
"AMIN","3501","Indigenous Tribal Governments and Politics","Twin Cities","History, development, structure, politics of American Indian Governments. North American indigenous societies from pre-colonial times to present.  Evolution of aboriginal governments confronted/affected by colonizing forces of European/Euro-American states. Bearing of dual citizenship on nature/powers of tribal governments in relation to states, federal government.","3","3","No","1","3","AFV - A-F or Audit","-","Fall Even Year"
"AMIN","3711","Dakota Culture and History","Twin Cities","Dakota culture, language, history, literature. Contemporary issues, the arts.","3","3","No","1","3","OPT - Student Option","-","Every Fall & Spring"
"AMIN","3871","American Indian History: Pre-Contact to 1830","Twin Cities","American Indian history from the era of ancient Native America to the removal era.  Social, cultural, political, and economic diversity of Native American peoples and Native American experiences with European colonialism.","3","3","No","1","3","OPT - Student Option","-","Every Fall & Spring"
"AMIN","3872","American Indian History: 1830 to the Present","Twin Cities","Focus on the impact of federal Indian policy on American Indian cultures and societies, and on American Indian culture change.  ","3","3","No","1","3","OPT - Student Option","-","Every Fall & Spring"
"AMIN","5409","American Indian Women: Ethnographic and Ethnohistorical Perspectives","Twin Cities","Comparative survey of ethnographic/ethnohistorical writings by/about American Indian women.","3","3","No","1","3","OPT - Student Option","-","Fall Even Year"
"AMST","1511","Americans Abroad:  Rethinking Travel, Culture, & Empire","Twin Cities","In this course, we will look at Americans (including ourselves) who travel abroad and what their experiences, both in the present and historically, tell us about how we imagine others and our/their place in the world. What do these experiences tell us about who we are as a people, a culture, and a nation? This course will examine how these experiences have transformed (and continue to transform) Americans and the countries and cultures with which they interact. Indeed, this course challenges students to consider the overall effects that these processes have had on America's relationship with the rest of the world.","3","3","No","1","3","OPT - Student Option","-","Every Spring"
"AMST","2011","The United States since September 11","Twin Cities","How American citizenship and nationhood have changed since 9/11. The event and its aftermath in historical perspective. Political, economic, and military antecedents. How 9/11 has changed relations between the U.S. government, U.S. citizens, immigrants, and international community. How 9/11 has been remembered.","3","3","No","1","3","OPT - Student Option","-","Every Fall"
"AMST","2031","Chasing the American Dream: Economic Opportunity & Inequality in the U.S.","Twin Cities","This course begins by focusing on the historical origins and meanings of the American dream. How did this dream of unlimited opportunity come about?  What has it meant in different historical moments and to divergent social groups? And, why does it continue to be such a powerful and compelling idea in the United States and around the world?","3","3","No","1","3","OPT - Student Option","-","Every Fall, Spring & Summer"
"AMST","3112","Prince, Porn, and Public Space: The Cultural Politics of the Twin Cities in the 1980s","Twin Cities","This course uses music (especially Prince and the Replacements), debates around pornography/sex, and shifts around access to public space in order to explore the local culture and national importance of the Twin Cities during the 1980s.","3","3","No","1","3","OPT - Student Option","-","Every Fall"
"AMST","3661","African Americans in Germany","Twin Cities","How have African Americans understood their experiences with race outside of the United States? African Americans have been migrating and circulating the globe since the American Revolution, and it is only recently that scholars have considered the ways in which an abroad experience has been transformative for African Americans. In this seminar-style class, we will explore why and how African Americans have used their experiences in Germany to express a new understanding of their identity in the United States.","3","3","No","1","3","OPT - Student Option","-","Fall Odd Year"
"AMST","4101","Gender, Sexuality, and Politics in America","Twin Cities","Ways public and private life intersect through the issues of gender, sexuality, family, politics, and public life; ways in which racial, ethnic, and class divisions have been manifest in the political ideologies affecting private life. ","3","3","No","1","3","OPT - Student Option","-","Every Fall"
"ANSC","1701","Historical Influence of the Horse on Society","Twin Cities","Concepts of historical inquiry using the powerful/changing relationship between Man and horse. Students function as historians: framing questions, searching for appropriate sources, developing explanation model with reasoned
arguments, and finally, write/defend interpretation.","3","3","No","1","3","OPT - Student Option","-","Every Fall"
"ANTH","3009","Prehistoric Pathways to World Civilizations","Twin Cities","How did complex urban societies first develop? This course addresses this question in ten regions of the world including Maya Mesoamerica, Inca South America, Sumerian Near East, Shang Civilization in East Asia, and early Greece and Rome.","3","3","No","1","3","OPT - Student Option","-","Every Fall"
"ANTH","3016","Africa and African Diaspora Archaeology","Twin Cities","	Africa and African Diaspora Archaeology (AFRO/ ANTH 3016/5016) examines the evolution of human behavior in Africa and looks at subsequent social, cultural, and technological developments as shown in archaeological records including artifacts, ecofacts, rock art, and structures at archaeological sites. It also discusses methods used to identify archaeological records and how these records can be used to reconstruct past ways of life. Students will obtain hand-on-experience in identifying, classifying, and interpreting archaeological objects. The course covers Africa from around 2.6 million years ago to the recent past, focusing primarily on the last 10,000 years. It examines the development and spread of food production, pottery, metallurgy, trade, and African connections with the Atlantic world dating back to the fifteenth century. ","3","3","No","1","3","OPT - Student Option","-","Every Fall"
"ANTH","3206","Sex, Murder, and Bodily Discharges: Purity and Pollution in the Ancient World","Twin Cities","""Dirt is dangerous"" wrote Mary Douglas more than 50 years ago in her groundbreaking study, Purity and Danger: an Analysis of the Concept of Pollution and Taboo.  Her work has been influential in ancient Near Eastern and Mediterranean studies when dealing with issues of sacred/profane, purity/pollution, and ritual sacrifice and purification. Douglas' work provides a framework within which to understand ancients' thinking about these concepts that range from the sacredness of space and bodies to perceived pollutions cause by bodily leakage or liminal stages of life and death.  In this course, we will examine Douglas' theory in light of ancient evidence, with special attention to anceint Israelite literature (the Tanakh or Old Testament) and ancient Jewish literature (the Dead Sea Scrolls), but we will also analyze other ancient Near Eastern and Mediterranean examples of purity and pollution (from epigraphical and documentary evidence).","3","3","No","1","3","OPT - Student Option","-","Every Spring"
"ANTH","4002","Epidemics in Human Evolution","Twin Cities","This course examines the global human experience with health and disease through an
archaeological and historical perspective, from the early days of our species to the present. We
will survey major infectious and noncommunicable diseases that have affected human
societies, including tuberculosis, plague, influenza, syphilis, HIV/AIDS, and leprosy. You will
learn how humans have responded and adapted to many of these conditions, and how disease
organisms have evolved in tandem. Course content examines large-scale disease and health
patterns over time with a special focus on global pandemics and major epidemiological
transitions such as those brought about by the introduction of agriculture, the Age of
Exploration, colonialism, and industrialization. You will become familiar with the methods and
approaches used by anthropologists and archaeologists to study disease in the past and how
these inferences influence understanding of present-day health. The course will end with a
discussion of emerging health challenges such as the rise of antibiotic resistance, novel zoonotic
diseases, and the prevalence of health disparities.","3","3","No","1","3","AFV - A-F or Audit","-","Every Fall"
"ANTH","5002","Epidemics in Human Evolution","Twin Cities","This course examines the global human experience with health and disease through an
archaeological and historical perspective, from the early days of our species to the present. We
will survey major infectious and noncommunicable diseases that have affected human
societies, including tuberculosis, plague, influenza, syphilis, HIV/AIDS, and leprosy. You will
learn how humans have responded and adapted to many of these conditions, and how disease
organisms have evolved in tandem. Course content examines large-scale disease and health
patterns over time with a special focus on global pandemics and major epidemiological
transitions such as those brought about by the introduction of agriculture, the Age of
Exploration, colonialism, and industrialization. You will become familiar with the methods and
approaches used by anthropologists and archaeologists to study disease in the past and how
these inferences influence understanding of present-day health. The course will end with a
discussion of emerging health challenges such as the rise of antibiotic resistance, novel zoonotic
diseases, and the prevalence of health disparities.","3","3","No","1","3","AFV - A-F or Audit","-","Every Fall"
"ANTH","5016","Africa and African Diaspora Archaeology","Twin Cities","	Africa and African Diaspora Archaeology (AFRO/ ANTH 3016/5016) examines the evolution of human behavior in Africa and looks at subsequent social, cultural, and technological developments as shown in archaeological records including artifacts, ecofacts, rock art, and structures at archaeological sites. It also discusses methods used to identify archaeological records and how these records can be used to reconstruct past ways of life. Students will obtain hand-on-experience in identifying, classifying, and interpreting archaeological objects. The course covers Africa from around 2.6 million years ago to the recent past, focusing primarily on the last 10,000 years. It examines the development and spread of food production, pottery, metallurgy, trade, and African connections with the Atlantic world dating back to the fifteenth century. ","3","3","No","1","3","OPT - Student Option","-","Every Fall"
"ARTH","3152","Art and Archaeology of Ancient Greece","Twin Cities","This course will provide an introduction to the history of Greek art, architecture and archaeology from the formation of the Greek city states in the ninth century BCE, through the expansion of Greek culture across the Mediterranean and Asia in the Hellenistic period, to the coming of Rome in the first century BCE. While this survey concentrates on the main developments of Greek art, an important sub-theme of this course this is the changes Classical visual culture underwent as it served non-Greek peoples, including the role it played for Alexander and his successors in forging multiethnic, globally minded empires in Western, Central and South Asia. No background in the time period or discipline is expected and therefore this class will also serve as an introduction to interdisciplinary study of art history and the classical world. A number of art historical methodologies will be introduced in order to not only give students a useful background in art history but to give them the tools to think as art historians and incorporate related visual and textual evidence meaningfully into their writing. ","3","3","No","1","3","OPT - Student Option","-","Periodic Fall & Spring"
"ARTH","3162","Roman Art and Archaeology","Twin Cities","The visual culture of the ancient world offers insight into the elite levels of ancient Rome's population, while archaeological evidence sheds light on the everyday people who helped build this powerful civilization. Combined, these aspects provide a comprehensive portrait of Roman culture and the societies it dominated throughout history. From formation of the city-state of Rome under Etruscan domination, to the transformation of visual and material culture in late antiquity under peoples influenced by the Romans, especially those in the eastern Roman provinces of Syria, Judea, and Arabia. No prior knowledge is required, making this an exciting introduction to the rich intersection of art history, archaeology, and the classical world. Through hands-on methodologies, you will learn to think like a historian, meaningfully incorporating visual, material, and textual evidence into your writing. Dive into the material legacy of Rome and gain a deeper understanding of its lasting influence.","3","3","No","1","3","OPT - Student Option","-","Periodic Fall & Spring"
"ARTH","3312","The Age of Enlightenment: European Art and Culture in the 18th Century","Twin Cities","The Age of Enlightenment is a 3-credit course intended to satisfy the Liberal Education Core requirement for the ""Historical Perspectives"" Core. Focusing on the transformations of the visual and plastic arts over the long 18th century (1680-1815), this course will introduce students to the seminal cultural shifts characteristic of the so-called European Enlightenment. Topics will include European travel and the Grand Tour; overseas colonial expansion, connectivity, and the globalization of Europe; secularization, materialism, libertinism, and the new morality; the Scientific Revolution and the creation of the modern scientific disciplines; the new public sphere and its mass, democratizing impulses; modern commercialism, capitalism, and industrialization; and the percolation of new revolutionary political impulses.   ","3","3","No","1","3","OPT - Student Option","-","Periodic Fall"
"ARTH","3313","Spanish Baroque Masters: Tradition and Experimentation in  Golden Age Spain","Twin Cities","This seminar focuses on some of the major masters of Spanish Baroque art, including Francisco de Zurbarán, Diego Velázquez, Jusepe de Ribera, Bartolomé Esteban Murillo, and Juan Sánchez Cotán.  We will explore their works from a variety of perspectives in an effort to understand the unique character and contributions of the art of the Spanish Golden Age.","3","3","No","1","3","OPT - Student Option","-","Periodic Fall & Spring"
"ARTH","3335","Baroque Rome: Art and Politics in the Papal Capital","Twin Cities","This course explores the center of Baroque culture—Rome—as a city of spectacle and pageantry.  The urban development of the city, as well as major works in painting, sculpture, and architecture, are considered within their political and religious context, with special emphasis on the ecclesiastical and private patrons who transformed the Eternal City into one of the world’s great capitals. 
","3","3","No","1","3","OPT - Student Option","-","Fall Odd Year"
"ARTH","3464","Art Since 1945","Twin Cities","The end of the Second World War is commonly understood as a watershed moment in art history when the center of western art shifted from Paris to New York and the old tradition of art academies and annual salons disappeared once and for all. It is a moment that sees dramatic changes in who artists are, how they are trained, what kind of art they make, and the audiences to whom they appeal. This course surveys U.S. and European art history from 1945 to the present so that students gain a thorough understanding of the social, political, and economic forces that contributed to the development of significant art movements including abstract expressionism, pop art, and minimalism, as well as key modes of artmaking including painting and sculpture, happenings, installations, video, earthworks, and participatory art. The course also trains students in philosophies of art and tracks the dramatic changes in aesthetics over the period. Primarily a lecture course, students’ historical knowledge is assessed through two in-class examinations in which they identify, compare, contrast, and think critically about works of art. In addition, students practice discipline-specific research skills by compiling an annotated bibliography and writing short papers that rigorously examine primary sources. 

","3","3","No","1","3","OPT - Student Option","-","Periodic Spring"
"ARTH","5313","Spanish Baroque Masters: Tradition and Experimentation in  Golden Age Spain","Twin Cities","This seminar focuses on some of the major masters of Spanish Baroque art, including Francisco de Zurbarán, Diego Velázquez, Jusepe de Ribera, Bartolomé Esteban Murillo, and Juan Sánchez Cotán.  We will explore their works from a variety of perspectives in an effort to understand the unique character and contributions of the art of the Spanish Golden Age.","3","3","No","1","3","OPT - Student Option","000238","Periodic Fall & Spring"
"CHIC","1102","Latinos in the United States: Culture and Citizenship","Twin Cities","Historical/cultural knowledge on the complex/multi-layered relationship that Latinos have to the U.S., their country of origin. Influence of social, cultural, and political dynamics on Latino identity, politics, and sense of belonging in the U.S. Cultural citizenship.","3","3","No","1","3","OPT - Student Option","-","Every Fall"
"CHIC","1102H","Honors: Latinos in the United States: Culture and Citizenship","Twin Cities","Historical/cultural knowledge on the complex/multi-layered relationship that Latinos have to the U.S., their country of origin. Influence of social, cultural, and political dynamics on Latino identity, politics, and sense of belonging in the U.S. Cultural citizenship.","3","3","No","1","3","A-F - A-F Grade Basis","000571","Every Fall"
"CHIC","3444","Chicana and Chicano History I","Twin Cities","Experiences of people of Mexican descent in the United States. Important eras in histories of Mexico, the United States, and Mexican Americans. Central role of Chicana/os in U.S. history, culture, and politics. Topics include race, ethnicity, gender, sexuality, immigration, migration.","3","3","No","1","3","OPT - Student Option","-","Every Fall"
"CHIC","3446","Chicana and Chicano History II: WWII, El Movimiento, and the New Millennium","Twin Cities","Experiences of people of Mexican descent in the U.S. Notions of citizenship from WWII. Chicano civil rights movement. Impact of immigration patterns/legislation. Cultural wars, changing demographics. Social, economic, and political changes that influenced day-to-day life of Mexican Americans. Meaning of racialized ""Mexican"" identity. How different groups of Mexicans have understood their relationships to other Americans and other Latino groups.","3","3","No","1","3","OPT - Student Option","-","Every Spring"
"CHIC","3838","Policing, Surveillance, and Social Movements in 20th Century U.S.","Twin Cities","This course explores how policing and surveillance changed, evolved, and adapted throughout the twentieth century in the United States. We will trace the trajectory of police power & legitimacy as well as examine how the institution of policing responded to ongoing racial justice movements. ","3","3","No","1","3","A-F - A-F Grade Basis","-","Periodic Fall & Spring"
"CHIC","3862","American Immigration History","Twin Cities","Global migrations to U.S. from Europe, Asia, Latin American, and Africa, from early 19th century to present. Causes/cultures of migration. Migrant communities, work, and families. Xenophobia, assimilation/integration, citizenship, ethnicity, race relations. Debates over immigration. Place of immigration in America's national identity.","3","3","No","1","3","AFV - A-F or Audit","-","Periodic Fall"
"CHIC","3888","Immigration and the U.S. Latina/o Experience: Diaspora, Identity, and Community","Twin Cities","Experiences of migrants from Latin America to the United States in 20th/21st century. Migrant engagements with US society. Pre-existing Latina/o and other ethnic communities. experiences within political, economic, and social aspects of life at local/global level. ","3","3","No","1","3","OPT - Student Option","-","Every Fall"
"CI","1121","Educational Movements Past and Present: Multicultural Perspectives","Twin Cities","Students will explore diverse historical perspectives regarding educational movements in the U.S. since the Civil War. Through challenging questions and problems in educational history, students will develop critical frameworks necessary for interpreting Americas educational past and how it is tied to culture, politics, privilege, and power.","4","4","No","1","4","OPT - Student Option","-","Every Fall & Spring"
"CNRC","1002","World of Greece","Twin Cities","Ancient Greek civilization, from second millenium BCE to Roman period. Art/archaeology, philosophy, science, literature, social/political institutions. Focuses on connections with contemporary cultures corresponding to Ancient Near East.","3","3","No","1","3","OPT - Student Option","-","Every Fall & Spring"
"CNRC","1003","World of Rome","Twin Cities","In this course we will ask ourselves: why does ancient Rome refuse to go away? What is it
about ancient Rome that has captured the imaginations of Shakespeare and the framers of
the U.S. Constitution as well as HBO, Hollywood, and the video game industry? The course
examines the world of ancient Rome from early Etruscan and eastern origins to the
emergent Christian Rome of later antiquity. We will study the diverse mix of cultures in
this vast multi-ethnic empire that spanned from the Near East and Africa to Europe. As we
chart the rise of this ancient superpower, we will examine Roman imperialism, colonialism,
and the dynamics of cultural identity. Through art, literature, and archeology we will
explore politics, religions, slavery and social structures, gender and sexuality, sports and
entertainment, economics and trade, as well as the rhythms of daily life.","3","3","No","1","3","OPT - Student Option","-","Every Spring"
"CNRC","1082","Jesus in History, Art & Culture","Twin Cities","Does time, place, and culture affect our picture of Jesus? We'll start by constructing our own Jesus story and then go backwards in time to examine modern times (film, music, and modern art), pre-Civil War America (views of Jesus from enslaved people and their enslavers), Renaissance and Medieval Europe and North Africa (art and architecture), and finally end with the ancient world (art and writings about Jesus, including the biblical gospels). No background in religious studies required, and students of any, all, or no religious background are welcome.","3","3","No","1","3","OPT - Student Option","-","Every Spring"
"CNRC","3061","""Bread and Circuses:"" Spectacles and Mass Culture in Antiquity","Twin Cities","Development of large-scale public entertainments in ancient Mediterranean world, from athletic contests of Olympia and dramatic festivals of Athens to chariot races and gladiatorial games of Roman Empire. Wider significance of these spectacles in their impact on political, social, and economic life of the societies that supported them.","3","3","No","1","3","OPT - Student Option","-","Fall Odd, Spring Even Year"
"CNRC","3071","Greek and Hellenistic Religions","Twin Cities","Greek religion from the Bronze Age to Hellenistic times. Sources include literature, art, and archaeology. Homer and Olympian deities, ritual performance, prayer/sacrifice, temple architecture, death and the afterlife, mystery cults, philosophical religion. Near Eastern salvation religions.","3","3","No","1","3","OPT - Student Option","-","Fall Even Year"
"CNRC","3092","Jesus in History, Art & Culture","Twin Cities","Does time, place, and culture affect our picture of Jesus? We'll start by constructing our own Jesus story and then go backwards in time to examine modern times (film, music, and modern art), pre-Civil War America (views of Jesus from enslaved people and their enslavers), Renaissance and Medieval Europe and North Africa (art and architecture), and finally end with the ancient world (art and writings about Jesus, including the biblical gospels). No background in religious studies required, and students of any, all, or no religious background are welcome.","3","3","No","1","3","OPT - Student Option","-","Every Spring"
"CNRC","3102","Pompeii: Life and Death in an Ancient Roman City","Twin Cities","An archaeological marvel, a silent city frozen in time by the eruption of Mount Vesuvius in 79 CE, Pompeii's preserved ruins reveal the rich tapestry of ancient Roman life and the nuances of everyday people, from their routines, culinary habits, and home décor to their political involvement, leisure pursuits, and family dynamics. We'll survey how Pompeii's accidental rediscovery in the 16th century ignited a cultural revolution, influencing art, architecture, literature, and classical ways of thinking. Fast-forward to today, and we'll examine this ongoing archaeological wonder—still under excavation—and the future of modern digs, including groundbreaking methods currently being developed. Pompeii’s history as a municipality ended in the first century, but our creativity and innovation today will be vital to its survival.","3","3","No","1","3","OPT - Student Option","-","Fall Even Year"
"CNRC","3103","Empire & Resistance After Alexander the Great","Twin Cities","In the aftermath of Alexander the Great's conquests in the eastern Mediterranean and Asia, diverse cultures collided, sparking unexpected developments. Greek rulers were celebrated as Pharaohs; ancient Near Eastern kings were likened to the god Apollo; and native populations fought back against Greek empires--and won. These 'Successor Kingdoms,' most notably the Seleucids in the Near East and the Ptolemies in Egypt, engaged with the cultures of conquered people and produced new customs and royal identities. Explore the interchange of these forces through text, architecture, coins, and artwork during this pivotal time--from the campaigns of Alexander to the death of Cleopatra (336-30 BCE.) Challenge your preconceptions of the past and recognize similar effects of empire today.","3","3","No","1","3","OPT - Student Option","-","Periodic Fall"
"CNRC","3152","Art and Archaeology of Ancient Greece","Twin Cities","This course will provide an introduction to the history of Greek art, architecture and archaeology from the formation of the Greek city states in the ninth century BCE, through the expansion of Greek culture across the Mediterranean and Asia in the Hellenistic period, to the coming of Rome in the first century BCE. While this survey concentrates on the main developments of Greek art, an important sub-theme of this course this is the changes Classical visual culture underwent as it served non-Greek peoples, including the role it played for Alexander and his successors in forging multiethnic, globally minded empires in Western, Central and South Asia. No background in the time period or discipline is expected and therefore this class will also serve as an introduction to interdisciplinary study of art history and the classical world. A number of art historical methodologies will be introduced in order to not only give students a useful background in art history but to give them the tools to think as art historians and incorporate related visual and textual evidence meaningfully into their writing. ","3","3","No","1","3","OPT - Student Option","-","Periodic Fall & Spring"
"CNRC","3162","Roman Art and Archaeology","Twin Cities","The visual culture of the ancient world offers insight into the elite levels of ancient Rome's population, while archaeological evidence sheds light on the everyday people who helped build this powerful civilization. Combined, these aspects provide a comprehensive portrait of Roman culture and the societies it dominated throughout history. From formation of the city-state of Rome under Etruscan domination, to the transformation of visual and material culture in late antiquity under peoples influenced by the Romans, especially those in the eastern Roman provinces of Syria, Judea, and Arabia. No prior knowledge is required, making this an exciting introduction to the rich intersection of art history, archaeology, and the classical world. Through hands-on methodologies, you will learn to think like a historian, meaningfully incorporating visual, material, and textual evidence into your writing. Dive into the material legacy of Rome and gain a deeper understanding of its lasting influence.","3","3","No","1","3","OPT - Student Option","-","Spring Odd Year"
"CNRC","3206","Sex, Murder, and Bodily Discharges: Purity and Pollution in the Ancient World","Twin Cities","""Dirt is dangerous,"" Mary Douglas declared more than 50 years ago in her groundbreaking study, ""Purity and Danger."" Douglas's ideas have been influential in ancient Mediterranean and Near Eastern studies and provide a framework for us to analyze how people in antiquity conceptualized ideas of purity, pollution, ritual sacrifice, sacred spaces, bodily leakages, and the liminal stages of life and death. We'll delve into Douglas's theory in light of ancient examples with a special focus on ancient Israelite texts (the Tanakh or Old Testament) as well as ancient Mediterranean and Near Eastern building inscriptions, specialist manuals, and rituals. Through this evidence, we'll gain profound insight into the ancient notions of ""sacred/clean"" (purity) and the ""unclean/profane"" (pollution).","3","3","No","1","3","OPT - Student Option","-","Every Spring"
"CNRC","3617","Pagans, Christians, Barbarians: The World of Late Antiquity","Twin Cities","Between classical and medieval, pagan and Christian, Roman and barbarian, the late antique world was a dynamic age. This course will focus on the Mediterranean region from the 2nd to the mid-7th century exploring such topics as the conversion of Constantine, the fall of Rome, barbarian invasions, the spread of Christianity, and the rise of Islam.
","3","3","No","1","3","AFV - A-F or Audit","-","Fall Odd Year"
"CSCI","4921","History of Computing","Twin Cities","Developments in last 150 years; evolution of hardware and software; growth of computer and semiconductor industries and their relation to other businesses; changing relationships resulting from new data-gathering and analysis techniques; automation; social and ethical issues.  ","3","3","No","1","3","OPT - Student Option","-","Fall Even Year"
