"Course subject code","Course number","Course name","Campus","Course description","Minimum credits","Maximum credits","Is this course repeatable?","What is the maximum number of completions allowed?","What is the maximum number of credits that can be earned from this course?","Grading basis","Requirements","Typically offered term(s)"
"CFAN","3529","From Rainforest to Reef: Wildlife Medicine and Conservation in Belize","Twin Cities","Introduction to key topics in wildlife medicine. Students will learn medical issues and approaches, the role of the veterinarian in wildlife conservation, zoo medicine, and wildlife rescue & rehabilitation. This program is held at the Belize Wildlife & Referral Clinicâ¿¿s (BWRC) teaching facility with BWRCâ¿¿s founder and wildlife veterinarian, Dr. Isabelle Paquet-Durand. Labs include distance immobilization, suture, spay & neuter, necropsy, comparative anatomy, radiography, parasitology and blood analysis. Field visits are conducted with Dr. Isabelle to the Belize Zoo and to avian, reptile, primate, and manatee centers. Students are introduced to preventative medicine and common diseases for many of these species. A spay & neuter lab reviews theory and suture practice, this is followed by a spay & neuter clinic organized in the field or at BWRC. Students also have the opportunity to observe, and when possible, assist the BWRC veterinary staff during their daily operations. ","3","3","No","1","3","A-F - A-F Grade Basis","-","Every Spring"
"CFAN","3532","Germany: Leading the Renewables Revolution","Twin Cities","CFAN 3532/CFAN 5532 is part of an ongoing high-level energy and sustainability exchange with Germany. Participants in the student delegation are citizen ambassadors for the USA and Minnesota and represent the next generation of Midwest leaders. They will understand the systems approach underlying Germany's energy transition and experience the energy transition as a project that ties together social, technical, and political issues and requires collaborative leadership across those divisions. 

To register for this course, students must have been accepted and confirmed into this study abroad program.","3","3","No","1","3","A-F - A-F Grade Basis","-","Periodic Fall & Spring"
"CHEM","4001","Chemistry of Biomass and Biomass Conversion to Fuels and Products","Twin Cities","Chemistry of biomass and its sustainable utilization for biofuels and bioproducts, including bio-based materials. Chemicals/energy and their environmental implications within the context of chemical principles and associated reactions underlying the structure, properties, processing, and performance of plant materials.

prereq: Chem 2301 or Chem 1082 or instructor consent
","3","3","No","1","3","AFV - A-F or Audit","012590","Every Fall"
"CHEM","4601","Green Chemistry","Twin Cities","Survey key aspects of green chemistry in modern research and development both in academia and industry, as well as relevant implications for the environment, technology, and public policy. prereq: [2302 or 2081 or equiv]","3","3","No","1","3","OPT - Student Option","009850","Every Spring"
"CI","1512","Nature in the City","Twin Cities","Science and conservation of biodiversity in the Twin Cities. Ecology and evolution of species and communities adapted to urban environments. Socially responsible and culturally sensitive interventions to environmental problems.","4","4","No","1","4","OPT - Student Option","-","Every Fall & Summer"
"COMM","4251","Environmental Communication","Twin Cities","Historical, cultural, material contexts within which environmental communication takes place. Understand environmental communication as well as develop communication strategies that lead to more sustainable social practices, institutions, and systems.","3","3","No","1","3","A-F - A-F Grade Basis","-","Every Spring"
"CSCL","3322","Visions of Nature: The Natural World and Political Thought","Twin Cities","Scientific and cultural theory concerning the organization of nature, human nature, and their significance for development of ethics, religion, political/economic philosophy, civics, and environmentalism in Western/other civilizations.  ","3","3","No","1","3","OPT - Student Option","000959","Every Spring"
"EEB","3001","Ecology and Society","Twin Cities","This course connects ecology and society—past, present, and future. We will start with one of the largest ecosystems on the planet, yet among the least known—the northern peatlands. Deep beneath their surfaces you can read Earth’s climate, past and present. An ancient time when peatland growth was poor corresponds exactly to the collapse of the Old Kingdom of Egypt. Another when growth was good corresponds to the Silk Road across Eurasia, with numerous other societal connections extending to today—showing how happenings in the past can recur in the future. We will examine human endeavor in forms of the verb ""to be""—how science represents ""what is,"" engineering ""what can be,"" ethics ""what ought to be,"" and government ""what shall be""—with the arts putting it all together. We shall think about how this progression makes government forever the most difficult branch of human endeavor. We will incorporate the possibilist agenda when we consider how to restore the planet for all of the world’s creatures while feeding our human population. This course is designed for those who would like to apply ecological knowledge to the future of the world, more than for those who will be focused on detailed ecological research.","3","3","No","1","3","AFV - A-F or Audit","-","Every Fall, Spring & Summer"
"EEB","3534","Biodiversity Science","Twin Cities","Biodiversity science is a rapidly expanding field of inquiry with increasing digital resources and global monitoring capabilities precisely at the moment in history that scientists recognize as the Sixth Extinction. In other words, we are currently facing a biodiversity crisis with threats to the Earth's biota not seen since the dinosaurs perished 65 million years ago. ""Biodiversity"" was coined by W.G. Rosen and E.O. Wilson in the 1980s to describe the variation in all of life on Earth. The term is now widely used in both the scientific and popular literature and is at the center of scientific enquiry, conservation efforts, large-scale collaborative pursuits of technological advances to allow monitoring from space, and global assessments that interface with international policy. Biodiversity requires integration across multiple disciplines from evolution, to ecology, remote sensing, conservation biology, economics and the social sciences, including environmental policy. Biodiversity science is thus inherently interdisciplinary. As a consequence, rarely does a single course provide students the opportunity to focus on this critical topic from multiple perspectives and dimensions.
This course seeks to provide students intensive study of biodiversity from six perspectives: 1) the origins of biodiversity, including the processes of speciation and extinction over macroevolutionary timescales and those involved in generating biological variation at microevolutionary scales; 2) the ecological problem of species coexistence, given the nature of competitive interactions and biological filters with a focus on the interactions of individual species and major threats to biodiversity; 3) the consequences of biodiversity and biodiversity loss for ecosystem functions, focusing on ecosystem scale processes; 4) the services or benefits to humans attributed to biodiversity, including cultural benefits of biodiversity; here we discuss both practical and ethical arguments for sustaining biodiversity; 5) methods of detecting biodiversity including classic field biodiversity observations and taxonomic collections and emerging remote sensing methods that harness hyperspectral data and satellite imagery; and 6) scientific assessments of biodiversity that communicate the science of biodiversity to policymakers, particularly the Intergovernmental Platform on Biodiversity and Ecosystem Services (IPBES) and the Convention on Biological Diversity (CBD).
Several guest lecturers from across the University will participate in discussions and aid in development of computer labs.

prereq: One semester college biology or instr consent, MATH 1142 or MATH 1271 or Math 1272 or Math 1241 or Math 1242 or MATH 1281 or Math 1282 or equivalent
Credit will not be granted if credit has been received for: EEB 5534","3","3","No","1","3","A-F - A-F Grade Basis","013217","Spring Odd Year"
"EEB","5534","Biodiversity Science","Twin Cities","Biodiversity science is a rapidly expanding field of inquiry with increasing digital resources and global monitoring capabilities precisely at the moment in history that scientists recognize as the Sixth Extinction. In other words, we are currently facing a biodiversity crisis with threats to the Earth's biota not seen since the dinosaurs perished 65 million years ago. ""Biodiversity"" was coined by W.G. Rosen and E.O Wilson in the 1980s to describe the variation in all of life on Earth. The term is now widely used in both the scientific and popular literature and is at the center of scientific enquiry, conservation efforts, large-scale collaborative pursuits of technological advances to allow monitoring from space, and global assessments that interface with international policy. Biodiversity requires integration across multiple disciplines from evolution, to ecology, remote sensing, conservation biology, economics, and the social sciences, including environmental policy. Biodiversity science is thus inherently interdisciplinary. As a consequence, rarely does a single course provide students the opportunity to focus on this critical topic from multiple perspectives and dimensions.
This course seeks to provide students intensive study of biodiversity from six perspectives: 1) the origins of biodiversity, including the processes of speciation and extinction over macroevolutionary timescales and those involved in generating biological variation at microevolutionary scales; 2) the ecological problem of species coexistence, given the nature of competitive interactions and biological filters with a focus on the interactions of individual species and major threats to biodiversity; 3) the consequences of biodiversity and biodiversity loss for ecosystem functions, focusing on ecosystem scale processes; 4) the services or benefits to humans attributed to biodiversity, including cultural benefits of biodiversity; here we discuss both practical and ethical arguments for sustaining biodiversity; 5) methods of detecting biodiversity including classic field biodiversity observations and taxonomic collections and emerging remote sensing methods that harness hyperspectral data and satellite imagery; and 6) scientific assessments of biodiversity that communicate the science of biodiversity to policymakers, particularly the Intergovernmental Platform on Biodiversity and Ecosystem Services (IPBES) and the Convention on Biological Diversity (CBD).
Several guest lecturers from across the University will participate in discussions and aid in development of computer labs.","3","3","No","1","3","OPT - Student Option","000017","Every Fall & Spring"
"EEB","5851","Health and Biodiversity","Twin Cities","Basics of biodiversity, human/animal health, interdependence. Strategies for sustainable health. 

prereq: BIOL 1001, 1009, 1951 or equiv.","3","3","No","1","3","A-F - A-F Grade Basis","012129","Every Spring"
"ENGL","1928","Imagining Environmental Futures","Twin Cities","We create the future in part by imagining it, and this course will seek to understand how we have imagined our environmental futures over the last few decades. We will look in particular at popular nonfiction writing about three interconnected issues — food, climate, and decolonization — exploring how contemporary writers have not only warned us of environmental dangers but also tried to point us toward healthier, safer, and more environmentally-just futures. Authors whose work we will likely read include Michael Pollan, Alice Waters, Bill McKibben, Elizabeth Kolbert, and Robin Wall Kimmerer, and topics we will likely address include plant-based eating, Slow Food, climate justice, Land Back, and scientific expertise. Requirements include attendance and participation, a series of short reading responses, several reflective writing assignments, and a final project exploring some aspect of our subject in greater depth.","3","3","No","1","3","A-F - A-F Grade Basis","001475","Every Fall"
"ENGL","3501","Public Discourse: Coming to Terms with the Environment","Twin Cities","This course explores significant environmental issues (such as environmental justice, toxic chemicals, climate change) through the analysis of texts from diverse literary genres. It focuses as much on issues of language and meaning as it does on the subjects these texts concern. Students examine the formal dimensions of these texts, as well as their social and historical contexts. In addition, students are introduced to the underlying scientific principles, the limitations of technologies, and the public policy aspects of each of these issues, in order to judge what constitutes an appropriate response to them. Students also learn how to identify and evaluate credible information concerning the environment.","3","3","No","1","3","OPT - Student Option","-","Every Fall & Spring"
"ENT","1909","Got Bees? Declines and Conservation of Honey bees and Native bees","Twin Cities","Humans are largely aware that bees are declining globally, due in large part to human land use, agricultural practices, and the changing climate. The loss of insect pollinators, including native and honeybees, presents a grand challenge that will have cascading effects throughout ecological systems and human food crop systems. Preservation of pollination services is not only an environmental issue, it is also an important challenge facing our society and world. How we, as a society, choose to address this problem will reflect on how we value the environment and the services it provides. This course is designed to reflect on the shared sense of responsibility for building a community that will address this issue. Intended audience: Undergraduates who may or may not be majoring within the sciences. Students interested in how humans interact with the environment and how the choices we make as a society impact environmental processes. No prerequisite courses required. This is a freshman seminar course/for freshman only. ","3","3","No","1","3","A-F - A-F Grade Basis","001475","Periodic Fall"
"ESCI","1001","Earth and Its Environments","Twin Cities","Physical processes that shape the Earth: volcanoes, earthquakes, plate tectonics, glaciers, rivers. Current environmental issues/global change. Lecture/lab. Optional field experience.","4","4","No","1","4","OPT - Student Option","-","Every Fall, Spring & Summer"
"ESCI","1003","Dinosaurs and Our World","Twin Cities","Dinosaur evolution, ecology, and extinction. Evolution of modern ecosystems from the Mesozoic Era to the Anthropocene (and dinosaurs roles in that evolution). Human interactions with our environment and our roles as historic agents. Structure and function of biological forms, interpreting past life, and the social history of scientific inquiry.","4","4","No","1","4","OPT - Student Option","-","Every Spring"
"ESCI","1005","Geology and Cinema","Twin Cities","Physical processes shaping the Earth, materials it comprises, its nearly five billion year history as told spectacularly, but often wrongly, by Hollywood movies.","4","4","No","1","4","OPT - Student Option","-","Every Spring"
"ESCI","1006","Oceanography","Twin Cities","How various processes in the ocean interact.  Marine biology, waves, tides, chemical oceanography, marine geology, and human interaction with the sea. Labs include study of live marine invertebrates, manipulation of oceanographic data, and discussion using videos showing unique aspects of ocean research.","4","4","No","1","4","OPT - Student Option","-","Every Fall"
"ESCI","1101","Introduction to Geology (lecture only)","Twin Cities","Physical processes that shape the Earth: volcanoes, earthquakes, plate tectonics, glaciers, rivers. Current environmental issues and global change. Lecture.","3","3","No","1","3","OPT - Student Option","-","Every Fall, Spring & Summer"
"ESCI","1105","Geology and Cinema (lecture only)","Twin Cities","Physical processes shaping the Earth, materials it comprises, its nearly five billion year history as told spectacularly, but often wrongly, by Hollywood movies.","3","3","No","1","3","OPT - Student Option","-","Every Spring"
"ESCI","1106","Oceanography","Twin Cities","How various processes in the ocean interact. Marine biology, waves, tides, chemical oceanography, marine geology, human interaction with sea.","3","3","No","1","3","OPT - Student Option","-","Every Fall"
"ESCI","1902","Minnesota's Water","Twin Cities","This course addresses important societal questions, such as ""Where does my drinking water come from? Do I really need to buy bottled water? What should my stand be regarding major water-related environmental issues in Minnesota?"" In this course, we will explore the world around us, and apply what we learn to better contribute to the solutions we will need as a society to deal with impacts on water quality and quantity due to factors such as agriculture, flood control, groundwater pumping, hydroelectric power, integrity of surface water features, inter basin transfers, invasive biota, mining, and shipping. In doing so, we will explore ways for everyone to better take responsibility for their role in optimizing public health, maximizing economic benefits, maintaining biodiversity, and protecting the integrity of surface water features on our landscape. 

Emphasis will be placed on how our choices and solutions will in the long term affect our principal drinking water source--the groundwater that is hosted in ancient rocks in the north and in the deep subsurface, younger limestone and sandstone in the south, and the sediments of the most recent Ice Age from which our soils have formed. A full-day field trip planned for a Saturday in September will examine how societal choices affect our use of and protection of water resources in our rivers and lakes, and a second full-day trip on a Saturday in October will address the same issues in relation to our largest source of drinking water--our wells. Those unable to attend a field trip may instead prepare a paper. ","3","3","No","1","3","OPT - Student Option","001475","Every Fall"
