"Course subject code","Course number","Course name","Campus","Course description","Minimum credits","Maximum credits","Is this course repeatable?","What is the maximum number of completions allowed?","What is the maximum number of credits that can be earned from this course?","Grading basis","Requirements","Typically offered term(s)"
"CHEM","1071H","Honors Chemistry I","Twin Cities","Advanced introduction to atomic theory. Periodic properties of elements. Behavior of gases, liquids, and solids. Molecular/ionic structure, bonding. Aspects of organic chemistry, spectroscopy, and polymers. Mathematically demanding quantitative problems. Writing for scientific journals.

Prereq: Honors student or permission of University Honors Program.
Math placement of MATH 1271 OR grade of at least C- in MATH 1151 or 1155

Concurrent registration is required (or allowed) in 1065; registration for 1065 must precede registration for 1071H","3","3","No","1","3","A-F - A-F Grade Basis","013081","Every Fall & Spring"
"CHEM","1072","General Chemistry II for Physical Scientists and Engineers","Twin Cities","Advanced introduction. Chemical kinetics/reaction mechanisms, chemical/physical equilibria, acids/bases, entropy/second law of thermodynamics, electrochemistry/corrosion; descriptive chemistry of elements; coordination chemistry; biochemistry.

prereq: Grade of at least C- in 1071 or equivalent, concurrent registration is required in 1066; registration for 1066 must precede registration for 1072","3","3","No","1","3","A-F - A-F Grade Basis","003604","Every Fall & Spring"
"CHEM","1072H","Honors Chemistry II","Twin Cities","Advanced introduction. Chemical kinetics/reaction mechanisms, chemical/physical equilibria, acids/bases, entropy/second law of thermodynamics, electrochemistry/corrosion; descriptive chemistry of elements; coordination chemistry; biochemistry.

 Prereq: Honors student or permission of University Honors Program.

Grade of at least C- in 1071H or equivalent, concurrent registration is required in 1066; registration for 1066 must precede registration for 1072H","3","3","No","1","3","A-F - A-F Grade Basis","003604","Every Fall & Spring"
"CHEM","1081","Chemistry for the Life Sciences I","Twin Cities","The topics of atomic theory, molecular structure, bonding and shape, energy and enthalpy, gases, properties of solutions, and equilibrium will be presented along with their application to biological systems. Intended to provide a strong chemistry background for students pursuing life science related majors or careers in life science-related fields.

Prereq: Math placement of MATH 1151 or grade of at least C- in MATH 1031 or 1051 or CI 1806

Concurrent registration is required in 1065; registration for 1065 must precede registration for 1081.","3","3","No","1","3","OPT - Student Option","003603","Every Fall & Spring"
"CI","1563","Physics by Inquiry","Twin Cities","Laboratory-based introductory class where students learn by experimenting and model building and testing. Topics include electric circuits, light and color, and observational astronomy. Emphases include the nature of science and science learning, effective strategies for team-based learning, and logical reasoning skills.","4","4","No","1","4","OPT - Student Option","-","Every Fall & Spring"
"EE","1703","Laboratory for Climate Crisis: Implementing Solutions","Twin Cities","Laboratory to complement and accompany EE 1701. Experiments to include among:
1) Demonstration of Global Warming by CO2, 
2) characteristics of Light for Power Generation through PVs, Lighting through LEDs, and Growing Plants in Greenhouses, 
3) Energy Generation Using PV Panels and the Maximum Power Point, 
4) PV Panels in Series and Parallel combinations, 
5) Wind Turbine Characteristics and the Maximum Coefficient of Performance, 
6) Wind Turbine Characteristics for varying wind speeds and Pitch Control of Blades, 
7) Battery Characteristics, 
8) AC Electric Systems: Real and Reactive Power, 1-Phase, 
9) Three-Phase Systems, Motors and Generators, 
10) LEDs compared to Incandescent Lamps and CFLs, 
11) Growing Plants using LEDs and batteries in Greenhouses, 
12) Air Conditioning and Heat Pumps, 
13) Simulation of various energy resources to meet the load demand on the electric grid, 
14) Economic Calculations of using an Electric Vehicle and Participating in Community SolarGardens. EE 1701 and EE 1703 (the lab) need to both be taken to fulfill the Physical Science Core requirement.  EE 1701 alone fulfills the Technology and Society theme requirement.

prereq: EE 1701 or concurrent registration is required (or allowed) in EE 1701","1","1","No","1","1","OPT - Student Option","-","Every Fall & Spring"
"ESCI","1001","Earth and Its Environments","Twin Cities","Physical processes that shape the Earth: volcanoes, earthquakes, plate tectonics, glaciers, rivers. Current environmental issues/global change. Lecture/lab. Optional field experience.","4","4","No","1","4","OPT - Student Option","-","Every Fall, Spring & Summer"
"ESCI","1005","Geology and Cinema","Twin Cities","Physical processes shaping the Earth, materials it comprises, its nearly five billion year history as told spectacularly, but often wrongly, by Hollywood movies.","4","4","No","1","4","OPT - Student Option","-","Every Spring"
"ESCI","1006","Oceanography","Twin Cities","How various processes in the ocean interact.  Marine biology, waves, tides, chemical oceanography, marine geology, and human interaction with the sea. Labs include study of live marine invertebrates, manipulation of oceanographic data, and discussion using videos showing unique aspects of ocean research.","4","4","No","1","4","OPT - Student Option","-","Every Fall"
"ESCI","2001","Intro to Problems in Earth System Sci -with lab","Twin Cities","In this course, we study Earth as an integrated system of many interacting components. Examples of these components include the atmosphere, the ocean, continents, rivers and lakes, plants and animals, and humans. Changes within and among these components are shaping our planet and environment. Many grand challenges facing our society today, ranging from climate change to natural hazards, cannot be fully understood without a better understanding of these interactions. This course introduces some key concepts and principles of Earth System Science through a collection of recent scientific discoveries and outstanding problems in the field. The class touches on a wide range of fascinating topics related to the Earth’s deep interior, surface environments, life, and its 4.5 billion-year history, highlighting the interdisciplinary nature of the subject. Meanwhile, all the topics are centered around introducing basic physical and chemical processes that regulate the operation of the Earth as a system. This course gives students an excellent opportunity to explore a broad spectrum of active research in the Earth and Environmental Sciences, state-of-the-art research techniques, and potential career options in this field. Students are expected to develop quantitative skills in addressing questions in Earth System Science through lectures, in-class discussions, and assignments.","4","4","No","1","4","AFV - A-F or Audit","011496","Every Spring"
"ESPM","1425","Introduction to Weather and Climate","Twin Cities","pre-calculus introduction to the nature of the atmosphere and its behavior. Topics covered include atmospheric composition, structure, stability, and motion; precipitation processes, air masses, fronts, cyclones, and anticyclones; general weather patterns; meteorological instruments and observation; weather map analysis; and weather forecasting.","4","4","No","1","4","OPT - Student Option","-","Every Fall & Spring"
"FSCN","1011","Science of Food and Cooking","Twin Cities","Souffles, custards, sauces, coffee brewing, candy making used to examine physics/chemistry of heat transfer, foams, gels, emulsions, extractions, crystallization.","4","4","No","1","4","OPT - Student Option","-","Every Fall & Spring"
"GEOG","1425","Introduction to Weather and Climate","Twin Cities","Weather is part of our everyday lives, sometimes memorably so, such as when we experience snow storms, thunderstorms, tornadoes, hurricanes, or heat waves. Our society also increasingly is concerned about environmental issues such as air quality, environmental health, and climate change, which have a fundamental atmospheric component. What do we know about how the atmosphere works? How might our own actions affect weather and climate? This class will help to answer those questions. In this course you'll learn about the science of the atmosphere. You will be introduced to fundamental principles governing weather and climate, such as energy transfer and atmospheric motion, and learn how they relate to weather phenomena you observe in the environment. You will collect and analyze weather data and weather maps, and make use of many of the same tools used by professional weather forecasters. Lab write-ups include narrative as well as statistical and graphical analyses, and will help you develop or refine your analytical and critical thinking skills.
You will also consider how weather and climate topics relate to debates around environmental issues, particularly those related to the atmosphere (such as climate change, the ozone hole, and air pollution). It is not necessary that we agree about what should be “done” about human impacts on the atmosphere; rather, our goal in this course is to understand the interactions and possible effects of human activity and to consider our roles as agents of environmental change.","4","4","No","1","4","OPT - Student Option","-","Every Fall & Spring"
"PHYS","1107","Introductory Physics Online I","Twin Cities","Principles of physics in context of everyday world. Use of kinematics/dynamics principles together with quantitative/qualitative problem solving techniques to understand natural phenomena.

prereq: High school algebra, plane geometry, trigonometry","4","4","No","1","4","OPT - Student Option","-","Every Fall"
"PHYS","1108","Introductory Physics Online II","Twin Cities","Fundamental principles of physics in context of everyday world. Use of conservation principles and quantitative/qualitative problem solving techniques to understand natural phenomena. 

prereq: 1107; primarily for students interested in technical areas","4","4","No","1","4","OPT - Student Option","-","Every Spring"
"PHYS","1221","Introductory Physics for Life Science Majors I","Twin Cities","The class exposes the student to physical principles and concepts, demonstrates how these principles can be applied to quantitatively describe natural phenomena, and provides the student with an opportunity to perform hands-on experiments and measurements that model how physical knowledge is obtained. The living world exists in the physical universe, and a complete understanding of biological processes is impossible without a firm foundation in the basic physical principles to which all systems, living and inorganic, must adhere. The basic principles of classical mechanics, fluid mechanics, and oscillations and waves will be examined, with particular emphasis to their application in biological systems, using mathematical analysis at the level of basic calculus.

prereq: High School or College Calculus","4","4","No","1","4","OPT - Student Option","-","Every Fall, Spring & Summer"
"PHYS","1222","Introductory Physics for Life Science Majors II","Twin Cities","This is the second course in the introductory physics sequence for life science majors. The class exposes the student to physical principles and concepts, demonstrates how these principles can be applied to quantitatively describe natural phenomena, and provides the student with an opportunity to perform hands-on experiments and measurements that model how physical knowledge is obtained. The fundamental principles of thermal physics, electricity and magnetism, optics, and nuclear physics are considered.

prereq: PHYS 1221 or equivalent","4","4","No","1","4","OPT - Student Option","-","Every Fall, Spring & Summer"
"SOIL","2125","Basic Soil Science","Twin Cities","Basic physical, chemical, and biological properties of soil. Soil genesis classification, principles of soil fertility. Use of soil survey information to make a land-use plan. WWW used for lab preparation information.

prereq: [CHEM 1015, CHEM 1017] or CHEM 1021 or equiv","4","4","No","1","4","AFV - A-F or Audit","-","Every Fall & Spring"
