"Course subject code","Course number","Course name","Campus","Course description","Minimum credits","Maximum credits","Is this course repeatable?","What is the maximum number of completions allowed?","What is the maximum number of credits that can be earned from this course?","Grading basis","Requirements","Typically offered term(s)"
"BIOL","3209","Understanding the Evolution-Creationism Controversy","Twin Cities","Aspects of evolution-creationism controversy, including its history, legacy, relevance, and key people. Court decisions, public opinion, and related issues (e.g., racism, politics).

prereq: BIOL 1001, 1009, 1951 or 2002, or equiv","3","3","No","1","3","A-F - A-F Grade Basis","-","Every Fall & Spring"
"CHIC","1275","Engaged Learning in the Chicano/Latino Community","Twin Cities","This course considers the ways service-learning in Chicano and Latino communities can serve as a catalyst for promoting racial justice in education. By drawing attention to the ethical concept of relational being, through which individual humanity is both grasped and sustained, students will reflect on their ethical responsibilities to analyze and change U.S. educational systems. Students will investigate institutional and social constraints on equitable educational opportunities for Chicano/Latino students by exploring models for decolonizing education through civic action.

To fulfill the service-learning component of this course, (outside of class time) students will tutor and mentor Chicanos/Latinos at El Colegio or Academia Cesar Chavez as well as dialogue with Chicano/Latino educators and advocates. Generally, students will work 2-3 hours per week with one of these two partners. In this way, “service-learning” means that the course is experiential, using discussion and hands-on activities to deliver course material and achieve student learning outcomes. Education takes place in multiple social settings, particularly in the community, and thus, outside of the classroom. ","3","3","No","1","3","A-F - A-F Grade Basis","-","Periodic Fall"
"CHIC","3374","Migrant Farmworkers in the United States: Families, Work, and Advocacy","Twin Cities","Socioeconomic/political forces that impact migrant farmworkers. Effects of the laws and policies on everyday life. Theoretical assumptions/strategies of unions and advocacy groups. Role/power of consumer. How consuming cheap food occurs at expense of farmworkers.","4","4","No","1","4","OPT - Student Option","-","Every Spring"
"CHIC","4275","Theory in Action: Community Engagement in a Social Justice Framework","Twin Cities","Theoretical frameworks of social justice and community engagement for work outside classroom with/in Latina/o community. Worker issues/organizing. Placements in unions, worker organizations. Policy initiatives on labor issues. Students reflect on their own identity development, social location, and position of power/privilege. ","3","3","No","1","3","OPT - Student Option","-","Every Fall"
"CHIC","5374","Migrant Farmworkers in the United States: Families, Work, and Advocacy","Twin Cities","Socioeconomic/political forces that impact migrant farmworkers. Effects of the laws and policies on everyday life. Theoretical assumptions/strategies of unions and advocacy groups. Role/power of consumer. How consuming cheap food occurs at expense of farmworkers.","4","4","No","1","4","OPT - Student Option","001186","Every Spring"
"CNRC","3061","""Bread and Circuses:"" Spectacles and Mass Culture in Antiquity","Twin Cities","Development of large-scale public entertainments in ancient Mediterranean world, from athletic contests of Olympia and dramatic festivals of Athens to chariot races and gladiatorial games of Roman Empire. Wider significance of these spectacles in their impact on political, social, and economic life of the societies that supported them.","3","3","No","1","3","OPT - Student Option","-","Fall Odd, Spring Even Year"
"COMM","1101","Introduction to Public Speaking","Twin Cities","Public communication processes, elements, and ethics. Criticism of and response to public discourse. Practice in individual speaking designed to encourage civic participation. ","3","3","No","1","3","OPN - Student Option No Audit","-","Every Fall, Spring & Summer"
"COMM","1101H","Honors: Introduction to Public Speaking","Twin Cities","Public communication processes, elements, and ethics. Criticism of and response to public discourse. Practice in individual speaking designed to encourage civic participation.

prereq: Honors","3","3","No","1","3","A-F - A-F Grade Basis","000571","Every Fall & Spring"
"COMM","3631","Freedom of Speech","Twin Cities","Communication theories and principles that underlie the concept of freedom of speech in the United States.  A variety of contexts and practices are examined in order to understand how communicative interaction should be described and, when necessary, appropriately regulated.","3","3","No","1","3","OPT - Student Option","-","Every Fall, Spring & Summer"
"CPSY","1334","Global Issues on Children and Youth in Society","Twin Cities","Study of hot topics currently faced by children and youth around the world, including focuses on homelessness, acculturation, mental health, substance abuse, war and political violence, immigration, and legal issues. Provides an introduction to science, ethics, and ramifications in civic life of current, controversial issues concerning child or youth development. Examines topics of concern and interest to parents, society, and young people and how developmental science informs these issues and policies as well as the decisions and actions of citizens. Students will also learn how research is translated and disseminated so that it can inform policy and practice.","3","3","No","1","3","OPT - Student Option","-","Every Fall"
"CSCL","3221","On Television","Twin Cities","We will study writings on television and specific TV shows from a variety of angles to understand the rise of American broadcast technologies, how race and class are crafted on TV, representations of gender and the home, postmodernity and late capitalism, the rise and demise and of taste, global television and the public sphere, the production of “reality” in our present historical moment, and changes in televisual technologies. Throughout the course, we will also consider what constitutes television—the technology, the form, and the content—and learn to read these three facets of it concurrently.","3","3","No","1","3","OPT - Student Option","-","Every Fall & Spring"
"ENGL","3071","The American Food Revolution in Literature and Television","Twin Cities","America's relationship with food and eating has changed profoundly over the last fifty years. At the heart of this revolution was a group of charismatic personalities who through writing and television brought first European and then global sensibilities to the American table. They persuaded Americans that food and cooking were not just about nutrition but also forms of pleasure, entertainment, and art; ways of exploring other cultures; and means of declaring, discovering, or creating identity. Their work would eventually transform the American landscape, helping give rise to the organic movement, farmers markets, locavorism, and American cuisine, as well as celebrity chefs, the Food Network, and restaurant reality television. In the meantime, the environmental movement was sending its own shockwaves through American consciousness of food production and consumption. The joining together of these movements--culinary and environmental--has brought a new ethical dimension to the subject that is now at the forefront of current concerns about American food. Insofar as we eat, we necessarily make choices that have profound implications for our health, our communities, the environment, and those who work in the food industry, broadly defined. This class will trace the American food revolution with the intent of understanding how our current system came to be and thinking through the ethical implications of our daily actions. We will read classic literature from the rise of the movement, in varying degrees instructional, personal and documentary, while viewing some seminal television moments for the food culture we now know. We will give particular attention to recent work that focuses on the personal and environmental ethics of food.","3","3","No","1","3","OPT - Student Option","-","Every Fall"
"ENGL","3502","Nature Stories: Environmental Discourse in Action","Twin Cities","Explore contemporary texts from multiple disciplines to analyze the role of stories in interpreting nature. Emphasis on lived experience, civic motivation, and observational research that enrich effective nature writing. Optional service-learning component.","4","4","No","1","4","OPT - Student Option","-","Every Fall"
"ENGL","3506","Social Movements & Community Education","Twin Cities","In this course, we'll examine four progressive social movements. After beginning with a foundational civil rights movement example, we will learn about the anti-racist feminism branch of the women's movement, often referred to as ""third-wave feminism."" We'll also study the Occupy movement that arose in response to the Great Recession (the financial crisis beginning in 2008). Then we'll take a look at two social movements that, while by no means underground, tend to fly below the radar: the prison abolition movement and the fight for public schools. While all of these social movements have different emphases, they also overlap quite a bit in their systemic analysis of society and their strategies for action. As activist, organizer, and trainer Rinku Sen observes, ""the history of community organizing and social movements is replete with tactics learned in one movement being applied to another.""

As we study these social movements, community organizing will be of particular interest to us. How do the groups, collectives, nonprofits, and communities propelling these different social movements organize themselves, their leadership, their strategies, and their activities? How do they make decisions? What do meetings and planning processes look like? What do they do when they disagree? How do they recruit and mobilize? How do they communicate with and confront the general public, elected officials, and the more powerful elements of the ruling class? How do they talk about the work they're doing?  How do they develop a vision of the world they'd like to live in while still inhabiting the present one, with all its flaws and injustices? We'll also examine the role of education in organizations working for social change. Whether through trainings, ""political education,"" reading groups, or small group activities associated with popular education, many of the social-movement groups we'll study have developed educational strategies and curricula.  

Hands-On Learning through Community Education: As we study these social movements and their approaches to organizing and educating in the comfortable confines of our university classroom, we'll also learn about them experientially through our service-learning. That is, we'll work 2 hours per week at local education initiatives in K-12 schools, adult programs, and social-justice organizations in the non-profit and grassroots sectors, comprising a total of 24 hours by the end of the semester. This hands-on learning will strengthen our academic grasp of social movements, organizational dynamics, and teaching and community organizing by providing us with grounded perspectives. More broadly, we'll get a feel for what it's like to get involved as citizens, activists, teachers, and learners attempting to build cross-organizational coalitions. And we'll share what we learn with each other.

Representatives from the Center for Community-Engaged Learning (the U's service-learning office) and various community organizations will attend our second class session to tell you about their respective sites and how you can get involved. For our third class session, you will rank the top three community sites you'd like to work at. You will then be ""matched"" with a community organization, and your community education work will begin as soon as this matching process is complete. (We try to honor students' first and second choices, while also making sure that you also have some fellow classmates at your site.) To help prepare you, at a time convenient for you, you will also attend a training session facilitated by the Minnesota Literacy Council (MLC) or the Center for Community-Engaged Learning-- details will be provided in class.  
","4","4","No","1","4","A-F - A-F Grade Basis","-","Every Spring"
"ENGL","4233","Modern and Contemporary Drama","Twin Cities","Why did the polite Danish homes of 1879 bar discussions of Henrik Ibsen’s A Doll’s House? How did Oscar Wilde surreptitiously signal his sexuality through a satire of Victorian seriousness in The Importance of Being Earnest? How do contemporary playwrights such as August Wilson or Lynn Nottage bring forgotten moments of African American history to light? This course shows how modern and contemporary theater presents original perspectives on human identities and relationships as well as encourages audiences to see the world in new ways. This course focuses on the close analysis and interpretation of plays written by dramatists from around the world from the late-nineteenth to the twenty-first century. The plays we will study are set in Europe, Great Britain, North America, Africa, and Asia, and we will examine each carefully in light of the unique historical and social contexts in which they were produced, their creation and uses of aesthetic form, and their impact on individuals and communities.

Through the course, you will become familiar with such dramatic forms as the well-made play, modern satire, realism, expressionism, symbolism, epic theater, and absurdism. Each of these is interesting not only as a distinctive mode of artistic  presentation, but also as it offers different perspectives on historical moments and present-day concerns about people and their communities. Theatrical works illustrate how the meanings ascribed to physical bodies are at the heart of social differences such as gender, sexuality, class, race, disability, and national identity. We will look at each play in its original cultural context as well as through the creative lens of more recent productions and assess how both historical and more recent reimagining changes the meaning of the work. We will also make use of the rich theatrical resources and cultural organizations available in communities such as the Twin Cities.
","3","3","No","1","3","AFV - A-F or Audit","-","Periodic Fall & Spring"
"ENT","1001","How Insects Shape Society: Pollinators, Pests, and Policy","Twin Cities","Do you eat genetically modified foods, or do you avoid them? Vaccinate, or do not vaccinate? Did you know these are in part insect related questions? Insects make up more than half of the living organisms on this planet, and they have had a profound impact in shaping human society and culture. Even so, insects are swatted, stomped, squished, and otherwise misunderstood. In this course students will explore the complex, and often uncomfortable, relationships between insects and humans and explore the ethical dilemmas posed by our close relationships with the insect world. Ultimately this course examines the interactions between insects and humans, focusing on contemporary topics that explore how insects dictate human actions, policies, and behaviors. Topics include: human perception of insects; basic concepts in insect biology and behavior; environmental and cultural importance of insects; the role of insect pests in determining human food choice; insect vectors and disease transmission; perception and awareness about humanity’s role in nature.","3","3","No","1","3","A-F - A-F Grade Basis","-","Every Fall"
"ESPM","3271","Environmental Policy, Law, and Human Behavior","Twin Cities","What is necessary to achieve sustainable societies. What influences societal deliberation/decisions about environmental issues. How our behaviors affect natural systems. Key theoretical concepts of environmental social psychology and political science. How people respond to policies, using theoretical concepts from social psychology about attitudes, values, and social norms; applying these ideas to specific environmental problems and ethical debates.","3","3","No","1","3","AFV - A-F or Audit","-","Every Fall"
"ESPM","3921","Science and Critical Thinking for Understanding Our World","Twin Cities","Today more than ever we must deal with multiple sources of conflicting information on topics that affect our lives in big ways.  We use this information to make important decisions, from major policy decisions to personal lifestyle choices. Understanding complex, high-stakes societal issues such as the global COVID-19 pandemic requires that we rapidly process and synthesize new science that is changing fast, and that we do so in an environment of partisan bias and media spin that make it extremely difficult for citizens to stay informed and make good decisions. The debate surrounding the response to COVID-19, climate change, water policy, and other planetary and human health issues, invoke moral or ethical principles in addition to scientific arguments. As a result, problem solving and decision making requires simultaneously evaluating complex scientific and ethical arguments. Several aspects of human psychology mean that we do not reliably make logical choices when presented with complex information. Furthermore, data and science are frequently used to mislead, from the naïve misuse of statistics to deliberate misinformation campaigns. As a result, weighing evidence and rational decision-making for complex issues requires skepticism, critical thinking, and lots of practice. 

In this course, students will develop critical thinking tools and cultivate scientific skepticism for evaluating claims encountered in peer-reviewed scientific papers, popular press articles, or on social media. Examples and case studies will draw heavily on current events surrounding the COVID-19 pandemic and associated societal and environmental responses,  but will also include other environmental, health, and public policy issues to demonstrate the range of ways in which data and science can be used or misused to support a position. To create the necessary habits of mind for skepticism and critical thinking, this course will cover background material from ethics, neurology, behavioral economics, statistics, and logic. We will employ a number of active learning strategies, and class meetings will frequently consist of students actively engaged in processing and understanding course content. 

Upon leaving this course students will be able to confidently evaluate the veracity of information as they encounter it in multiple contexts throughout their lives. Students will understand how views of the role of ethics in scientific inquiry have evolved, and the roles of science, uncertainty, and ethics in determining public opinion and policy decisions on environmental topics. Students will learn to identify and recognize misinformation in its various forms and to articulate why a particular piece of information is misleading. We will explore the various ways that our intuition and memory make interpreting data and statistics challenging, and develop tools and habits of mind to overcome these challenges.","3","3","No","1","3","A-F - A-F Grade Basis","-","Every Fall"
"FREN","3632","Revolution and Human Rights: The French Revolution and its Legacy","Twin Cities","What role did the French Revolution play in shaping how we think about the possibility of massive social change, justice, and rights today? How especially did 18th-century philosophy, culture, politics, and economics influence the development of what we call universal individual ""human rights."" We also ask: could we have done better?  To do so, we will play ""Rousseau, Burke, and Revolution in France, 1791,"" a Reacting to the Past flipped-classroom role-playing game. Working individually and in teams, students will prepare speeches, produce pamphlets and newspapers, not only to learn about the stakes of this historical turning point and the philosophical debates surrounding it, but also to imagine changing it. We will also seek out and document the legacy of this Revolution in our lives and around the world today.  This class offers students the knowledge and skills to participate in substantive debate aimed at solving problems collectively, to effect change aligning with their beliefs and philosophies, and to reflect critically on historical legacy.

prereq Fren 3015; Fren 3016 recommended","3","3","No","1","3","OPT - Student Option","-","Spring Even Year"
"FREN","3732","Revolution and Human Rights: The French Revolution and its Legacy","Twin Cities"," What role did the French Revolution play in shaping how we think about the possibility of massive social change, justice, and rights today? How especially did 18th-century philosophy, culture, politics, and economics influence the development of what we call universal individual ""human rights."" We also ask: could we have done better?  To do so, we will play ""Rousseau, Burke, and Revolution in France, 1791,"" a Reacting to the Past flipped-classroom role-playing game. Working individually and in teams, students will prepare speeches, produce pamphlets and newspapers, not only to learn about the stakes of this historical turning point and the philosophical debates surrounding it, but also to imagine changing it. We will also seek out and document the legacy of this Revolution in our lives and around the world today.  This class offers students the knowledge and skills to participate in substantive debate aimed at solving problems collectively, to effect change aligning with their beliefs and philosophies, and to reflect critically on historical legacy

No prerequisites. All materials for Fren 3732 are in English, and students in all programs are welcome! ","3","3","No","1","3","OPT - Student Option","-","Spring Even Year"
"FRIT","3656","Existentialism","Twin Cities","What do we mean when we call something ""existential?""  What do we mean when we speak of an ""existential"" crisis? We seem to mean that our core beliefs and assumptions are affected and the relationship with our environment is ruptured; we have fallen out of normalcy. The term existentialism -- turning existential into a noun -- came into being in the 1940s in France, reflecting the collective experience of societal breakdown, of Nazism, and WW2. It has since been applied to all modes of philosophical inquiry that take an individual's experience of alienation from society as their point of departure. The advantage of making alienation the focus of this class, too, is that it allows us to recognize the precise historical and sociological index of the emergence of an existentialist mode of thought and practice. Existentialism looks very different when it responds to a 19th century crisis of faith (Søren Kierkegaard), to 1950s colonialism (Frantz Fanon), to Weimar Germany's new democracy and the specter of a mass society (Martin Heidegger), or to the neo-authoritarian French society of the 1960s (Simone de Beauvoir). Existentialism then is understood in this class not as a conversation between great thinkers or ideas across time and space, but as a response to a specific crisis of norms and values. It only exists in plural. If existentialist concepts -- like being-in-the world, being-towards-death, or the gaze of the other -- are carried forward, then not without being repurposed. Such situatedness is inherent to existentialism itself. Accordingly, existentialist writers have no creed or ethical stance in common; they are found both on the far (fascist) right and on the Marxist left. They do share though a keen interest in a new language and in literary forms of expression and subsequently, they insist on the individuals' capacity of ""world-making"" -- in rupture and rebellion -- against seemingly compromised societal norms.","3","3","No","1","3","OPT - Student Option","-","Spring Even Year"
"FSCN","1013","Dietary Supplements: scientific, regulatory, and cultural aspects","Twin Cities","Dietary supplements are commonplace in modern life, especially in the United States, furthermore the dietary supplement industry is a multi billion dollar industry with relatively little government oversight and regulation. Many factors have spurred the use of dietary supplements such as changes in dietary patterns, growing focus on preventative healthcare, marketing & social media (e.g., celebrity and athletic endorsements & consumer anecdotes), and increased accessibility through e-commerce, but there has been little philosophical work on the ethical issues surrounding these. This course is designed to encourage students to critically examine and reflect on these factors as well as dietary supplement use across cultures and the appropriation of traditional medicines and knowledge for commercial gains. Students will also evaluate information on dietary supplements for performance, strength, weight loss, and the treatment of diseases or delay of disease onset and assess the ethical decision making related to the marketing and use of supplements for these purposes.","3","3","No","1","3","OPT - Student Option","-","Every Spring"
"FSCN","1102","Food: Safety, Risks, and Technology","Twin Cities","Introduction to inherent risks/safety of food supply. Use of public policy and food technology to reduce risks. Microbiological, chemical, and environmental hazards, government/industry controls.","3","3","No","1","3","OPN - Student Option No Audit","-","Every Fall & Spring"
"FSOS","1461","Presentations at Work: Families, Communities, Nonprofits, and Schools","Twin Cities","This course prepares students to present information and adjust their messages based on audience need in a variety of future work contexts. Students interested in majoring in Family Social Science, Education, Youth Studies, and Kinesiology will take this course in order to develop the disciplinary practices used in counseling, community-based organizations, education, and health sciences to convey important, and often sensitive, material to specific audiences.","3","3","No","1","3","AFV - A-F or Audit","-","Every Spring"
"GCC","3025","Seeking the Good Life at the End of the World: Sustainability in the 21st Century","Twin Cities","What does it mean to live ""the good life"" in a time of rapid climate changes, mass extinction of plant and animal species, and the increasing pollution of our oceans, atmosphere, and soils? Is it possible to live sustainably, as individuals and societies, in what scientists are calling the Anthropocene, or this new epoch of human influence over the planet? Will sustainability require that we sacrifice the gains humanity has made in our quality of life? Or can we find a way to create a good Anthropocene? This course will attempt to answer these questions in four ways:
1. By providing an overview of sustainability science, both what it says about about human and natural systems and how it comes to make these claims
2. By examining various conceptions of the good life, both individual and social, and how they intersect with the findings of sustainability science 
3. By exploring the conflicts that exist within and between differing visions of sustainability and the good life through case studies in energy, water, and food
4. By pursuing collaborative research projects that will help students apply their knowledge and skills to current problems in sustainability studies
We will read widely in the sciences, social sciences, and humanities to understand a range of historical and contemporary perspectives on these questions, and in doing so we will put abstract ethical principles into conversation with a diversity of specific cultures and environments. By the end of the course, students will have examined their own assumptions about personal and professional happiness, considered how these align with and diverge from societal visions and values, and explored innovative solutions to help sustain our productive economy and our planet.

This is a Grand Challenge Curriculum course.","3","3","No","1","3","A-F - A-F Grade Basis","000959","Periodic Fall & Spring"
"GCC","3029","Agents of Change: scientific and philosophical perspectives","Twin Cities","Grand challenges like structural racism, climate change, gender oppression, and global poverty have to be solved by individual people, acting together, often through institutions. This means that we need good agents of change to address the challenges we face.  What does it mean to be a ‘good agent’?  What are the best ways to think about this kind of agency? And how can we foster more of it in ourselves, our friends, our children, and our fellow citizens? 

This course is taught by a philosopher and a psychologist, and we approach questions like these from both perspectives. Traditionally, many philosophers have thought that we need to cultivate virtues such as compassion and open-mindedness in order to be good people. Some recent psychological work casts doubt on this picture: the social and environmental forces that influence our behavior cannot be overcome with virtuous character! On the other hand, psychological research also shows that some of the good traits we have are ones that develop reliably, from early childhood. Which perspective offers more opportunities for progress? Should we foster good agency by working on individual character or by changing social circumstances? Or, if both are important, what would a combined approach look like? 

The ultimate goal of the course is to encourage students to apply the theoretical and scientific ideas about improving agency to specific grand challenges. How do philosophy and psychology help us to define and resolve the challenges that confront people who want to make a difference? To provide a model for this kind of research, we focus on structural racism and white supremacy to expose the ways in which individual and structural forces can impede epistemic and moral agency. Course requirements include active class participation, group projects, and writing assignments designed to foster creative engagement across different fields.","3","3","No","1","3","A-F - A-F Grade Basis","000959","Periodic Spring"
"GCC","3031","The Global Climate Challenge: Creating an Empowered Movement for Change","Twin Cities","Students will explore ecological and human health consequences of climate change, the psychology of climate inaction, and will be invited to join us in the radical work of discovering not only their own leadership potential but that of others. We will unpack the old story of domination and hierarchy and invite the class to become part of a vibrant new story of human partnership that will not only help humanity deal with the physical threat of climate change but will help us create a world where we have the necessary skills and attitudes to engage the many other grand challenges facing us. Using a strategy of grassroots empowerment, the course will be organized to help us connect to the heart of what we really value; to understand the threat of climate change; to examine how we feel in the light of that threat; and to take powerful action together. Students will work in groups throughout the course to assess the global ecological threat posed by climate change, and they will be part of designing and executing an activity where they empower a community to take action. 

This is a Grand Challenge Curriculum course.
prereq: soph, jr, sr","3","3","No","1","3","A-F - A-F Grade Basis","000959","Periodic Spring"
"GCC","5029","Agents of Change: scientific and philosophical perspectives","Twin Cities","Grand challenges like structural racism, climate change, gender oppression, and global poverty have to be solved by individual people, acting together, often through institutions. This means that we need good agents of change to address the challenges we face.  What does it mean to be a ‘good agent’?  What are the best ways to think about this kind of agency? And how can we foster more of it in ourselves, our friends, our children, and our fellow citizens? 

This course is taught by a philosopher and a psychologist, and we approach questions like these from both perspectives. Traditionally, many philosophers have thought that we need to cultivate virtues such as compassion and open-mindedness in order to be good people. Some recent psychological work casts doubt on this picture: the social and environmental forces that influence our behavior cannot be overcome with virtuous character! On the other hand, psychological research also shows that some of the good traits we have are ones that develop reliably, from early childhood. Which perspective offers more opportunities for progress? Should we foster good agency by working on individual character or by changing social circumstances? Or, if both are important, what would a combined approach look like? 

The ultimate goal of the course is to encourage students to apply the theoretical and scientific ideas about improving agency to specific grand challenges. How do philosophy and psychology help us to define and resolve the challenges that confront people who want to make a difference? To provide a model for this kind of research, we focus on structural racism and white supremacy to expose the ways in which individual and structural forces can impede epistemic and moral agency. Course requirements include active class participation, group projects, and writing assignments designed to foster creative engagement across different fields.","3","3","No","1","3","A-F - A-F Grade Basis","000574","Every Fall"
"GCC","5031","The Global Climate Challenge: Creating an Empowered Movement for Change","Twin Cities","Students will explore ecological and human health consequences of climate change, the psychology of climate inaction, and will be invited to join us in the radical work of discovering not only their own leadership potential but that of others. We will unpack the old story of domination and hierarchy and invite the class to become part of a vibrant new story of human partnership that will not only help humanity deal with the physical threat of climate change but will help us create a world where we have the necessary skills and attitudes to engage the many other grand challenges facing us. Using a strategy of grassroots empowerment, the course will be organized to help us connect to the heart of what we really value; to understand the threat of climate change; to examine how we feel in the light of that threat; and to take powerful action together. Students will work in groups throughout the course to assess the global ecological threat posed by climate change, and they will be part of designing and executing an activity where they empower a community to take action. 

This is a Grand Challenge Curriculum course.
For: so, jr, sr, grad","3","3","No","1","3","A-F - A-F Grade Basis","000574","Periodic Spring"
"GEOG","3388","Going Places: Geographies of Travel and Tourism","Twin Cities","Are you wondering whether you will be able to travel as you did a few years ago? One of the largest industries, tourism, is in a profound crisis. This course understands tourism in relation to other kinds of mobility, like shopping, colonialism, trafficking, migration, and pilgrimage. As the negative environmental and health impacts of tourism have become obvious, significant demands have emerged on its practices and policies. Investigating the landscapes and economies of cars, planes, beaches, parks, malls, and museums, we come to appreciate the unique challenges tourism poses for global citizenship and the planet. To gain a critical geographical understanding of mobility, we engage a range of ethical frameworks such as human rights, feminism, social justice, and utilitarianism. Our final destination is an informed and critical ethics of travel in the age of pandemics and climate change.","3","3","No","1","3","OPT - Student Option","-","Every Spring"
