TERM,INSTITUTION,CAMPUS,SUBJECT,CATALOG_NBR,CLASS_SECTION,DESCR,CRSE_GRADE_OFF,GRADE_HDCNT,NAME,INTERNET_ID,FULL_NAME
1255,UMNTC,UMNTC,ADDS,6031,001,Foundations  Assmt and Treatmt,W,1,Kenneth Roberts,rober843,ADDS 6031
1255,UMNTC,UMNTC,ADDS,6035,001,Research & Evaluation Methods,A,12,Eugene Hall,hall0907,ADDS 6035
1255,UMNTC,UMNTC,ADDS,6035,001,Research & Evaluation Methods,A-,1,Eugene Hall,hall0907,ADDS 6035
1255,UMNTC,UMNTC,ADDS,6035,001,Research & Evaluation Methods,B,1,Eugene Hall,hall0907,ADDS 6035
1255,UMNTC,UMNTC,ADDS,6035,001,Research & Evaluation Methods,B+,3,Eugene Hall,hall0907,ADDS 6035
1255,UMNCR,UMNCR,AGEC,2310,E90,Agribusiness Financial Records,A,7,Charles Lariviere,clarivie,AGEC 2310
1255,UMNCR,UMNCR,AGEC,2310,E90,Agribusiness Financial Records,B,2,Charles Lariviere,clarivie,AGEC 2310
1255,UMNCR,UMNCR,AGEC,2310,E90,Agribusiness Financial Records,B-,1,Charles Lariviere,clarivie,AGEC 2310
1255,UMNCR,UMNCR,AGEC,2310,E90,Agribusiness Financial Records,D+,1,Charles Lariviere,clarivie,AGEC 2310
1255,UMNCR,UMNCR,AGEC,2310,E90,Agribusiness Financial Records,F,2,Charles Lariviere,clarivie,AGEC 2310
1255,UMNCR,UMNCR,AGEC,2310,E90,Agribusiness Financial Records,W,1,Charles Lariviere,clarivie,AGEC 2310
1255,UMNTC,UMNTC,AMES,3672,001,Buddhism,A,20,Morgan Rouzer,prouzer,AMES 3672
1255,UMNTC,UMNTC,AMES,3672,001,Buddhism,B+,1,Morgan Rouzer,prouzer,AMES 3672
1255,UMNTC,UMNTC,AMES,3672,001,Buddhism,F,1,Morgan Rouzer,prouzer,AMES 3672
1255,UMNTC,UMNTC,AMES,3672,001,Buddhism,S,1,Morgan Rouzer,prouzer,AMES 3672
1255,UMNTC,UMNTC,AMES,3672,001,Buddhism,W,1,Morgan Rouzer,prouzer,AMES 3672
1255,UMNDL,UMNDL,AMIN,1606,080,Intro to American Indian Lit,A,4,Joseph Bauerkemper,jkb,AMIN 1606
1255,UMNDL,UMNDL,AMIN,1606,080,Intro to American Indian Lit,A-,2,Joseph Bauerkemper,jkb,AMIN 1606
1255,UMNDL,UMNDL,AMIN,1606,080,Intro to American Indian Lit,B,5,Joseph Bauerkemper,jkb,AMIN 1606
1255,UMNDL,UMNDL,AMIN,1606,080,Intro to American Indian Lit,B+,1,Joseph Bauerkemper,jkb,AMIN 1606
1255,UMNDL,UMNDL,AMIN,1606,080,Intro to American Indian Lit,B-,2,Joseph Bauerkemper,jkb,AMIN 1606
1255,UMNDL,UMNDL,AMIN,1606,080,Intro to American Indian Lit,C-,1,Joseph Bauerkemper,jkb,AMIN 1606
1255,UMNDL,UMNDL,AMIN,1606,080,Intro to American Indian Lit,F,3,Joseph Bauerkemper,jkb,AMIN 1606
1255,UMNTC,UMNTC,AMST,2011,001,U. S. since September 11th,A,39,David Karjanen,karjanen,AMST 2011
1255,UMNTC,UMNTC,AMST,2011,001,U. S. since September 11th,C,1,David Karjanen,karjanen,AMST 2011
1255,UMNTC,UMNTC,AMST,2011,001,U. S. since September 11th,S,1,David Karjanen,karjanen,AMST 2011
1255,UMNTC,UMNTC,AMST,2011,002,U. S. since September 11th,A,14,Chelsea Osademe,,AMST 2011
1255,UMNTC,UMNTC,AMST,2011,002,U. S. since September 11th,A-,4,Chelsea Osademe,,AMST 2011
1255,UMNTC,UMNTC,AMST,2011,002,U. S. since September 11th,B,1,Chelsea Osademe,,AMST 2011
1255,UMNTC,UMNTC,AMST,2011,002,U. S. since September 11th,B+,4,Chelsea Osademe,,AMST 2011
1255,UMNTC,UMNTC,AMST,2011,002,U. S. since September 11th,C-,1,Chelsea Osademe,,AMST 2011
1255,UMNTC,UMNTC,AMST,2011,002,U. S. since September 11th,S,1,Chelsea Osademe,,AMST 2011
1255,UMNTC,UMNTC,AMST,2011,002,U. S. since September 11th,W,1,Chelsea Osademe,,AMST 2011
1255,UMNTC,UMNTC,AMST,2031,001,Chasing the American Dream,A,36,David Karjanen,karjanen,AMST 2031
1255,UMNTC,UMNTC,AMST,2031,001,Chasing the American Dream,S,1,David Karjanen,karjanen,AMST 2031
1255,UMNTC,UMNTC,AMST,3214,001,Queer Kinship,A,9,Khoi Nguyen,,AMST 3214
1255,UMNTC,UMNTC,AMST,3214,001,Queer Kinship,A-,2,Khoi Nguyen,,AMST 3214
1255,UMNTC,UMNTC,AMST,3214,001,Queer Kinship,B,1,Khoi Nguyen,,AMST 3214
1255,UMNTC,UMNTC,AMST,3214,001,Queer Kinship,F,1,Khoi Nguyen,,AMST 3214
1255,UMNTC,UMNTC,ANAT,7999,001,Head & Neck,A,15,Mark Cook,cookx072,ANAT 7999
1255,UMNTC,UMNTC,ANAT,7999,001,Head & Neck,B,9,Mark Cook,cookx072,ANAT 7999
1255,UMNTC,UMNTC,ANAT,7999,001,Head & Neck,C,3,Mark Cook,cookx072,ANAT 7999
1255,UMNTC,UMNTC,ANAT,7999,001,Head & Neck,F,1,Mark Cook,cookx072,ANAT 7999
1255,UMNTC,UMNTC,ANSC,1701,001,Historical Influence of Horse,A,44,Melissa Palmer,melissap,ANSC 1701
1255,UMNTC,UMNTC,ANSC,1701,001,Historical Influence of Horse,A-,8,Melissa Palmer,melissap,ANSC 1701
1255,UMNTC,UMNTC,ANSC,1701,001,Historical Influence of Horse,B,6,Melissa Palmer,melissap,ANSC 1701
1255,UMNTC,UMNTC,ANSC,1701,001,Historical Influence of Horse,B+,2,Melissa Palmer,melissap,ANSC 1701
1255,UMNTC,UMNTC,ANSC,1701,001,Historical Influence of Horse,B-,1,Melissa Palmer,melissap,ANSC 1701
1255,UMNTC,UMNTC,ANSC,1701,001,Historical Influence of Horse,C+,4,Melissa Palmer,melissap,ANSC 1701
1255,UMNTC,UMNTC,ANSC,1701,001,Historical Influence of Horse,C-,2,Melissa Palmer,melissap,ANSC 1701
1255,UMNTC,UMNTC,ANSC,1701,001,Historical Influence of Horse,F,5,Melissa Palmer,melissap,ANSC 1701
1255,UMNTC,UMNTC,ANSC,1701,001,Historical Influence of Horse,S,3,Melissa Palmer,melissap,ANSC 1701
1255,UMNTC,UMNTC,ANSC,1701,001,Historical Influence of Horse,W,1,Melissa Palmer,melissap,ANSC 1701
1255,UMNTC,UMNTC,ANTH,1001,002,Human Evolution,A,7,Samantha Gogol,,ANTH 1001
1255,UMNTC,UMNTC,ANTH,1001,002,Human Evolution,A-,1,Samantha Gogol,,ANTH 1001
1255,UMNTC,UMNTC,ANTH,1001,002,Human Evolution,B+,3,Samantha Gogol,,ANTH 1001
